class,feature_2,feature_3,feature_4,feature_5,feature_7,feature_9,feature_11,feature_12,feature_13,feature_14,feature_16,feature_17,feature_18,feature_19,feature_20,feature_22,"feature_8,feature_15","feature_21,feature_10","feature_1,feature_6"
e,m,a&,&v,@l,f,a,,d,e,&k,*t,j,d&,t@,&h,u,"o,j","m,u","d,o"
p, m ,A,@v,L*,,a,q*,u&,E#,n,t#,# e ,e,t*,@J,u,"*o,j","t,u","B,O"
e,h, A ,#v,l*,@h,Z#,Q,t#,E,u,t,h,w, t ,@h,u,"&c,j","t,u&","d,o"
e,d&,a,v,l,@H,a*,q,*T,E,k,t@,j  ,d,m&,h,u,"@O,J","u,u","i,o@"
e,h  *, a ,V,,J,,&e,t,e*,m,*t,h,W,t,h,u,"&c,j","t,u&","d,o"
p,@m,A,v, L ,h,a,e&,,e#,#u,t,i,e,#a,,u&,"c,i","d,w","b,e"
e,d,&a,v,L,f@,?@,a&,#d,@p,#w,d,J#,d,l,j,u*,"@c,j","l,u*","a,e"
e,m, a ,v,&l  ,f,*a,@q,u*,E&,K,t  ,j,d#,u*,,u,,"t,u","d,o@"
p,V,a#,v,D@,v@,,i,t,p#,k#,,*h,@y,v*,H,#U,"#c,i","#V,D","t,e"
p,d&,*d,v, l *,f,?,e&,*a,*e,w,T@,j,h,u,h&,u,"@o,i","&u,c","*t,e"
p,m#, a #,v*,l,H,,q,#B,e,u,T,i#,E,D#,#e,@U,"c,i",,"b,e@"
e,,a  ,,l,&h,*a,q#,N,e&,k#,T,*j,d&,M,&e,@U,"o,j  &","m,u&","d,o"
e,c,a,V,&l,*f,a*,e,n,E@,&k,t,*j,d,m,,u,"o,j","U,U","d,o"
p,*c,d*,v,l&,&f,?,q,a*,@E,k,t@,#i,e,t,j,&u,"*o,j","t,c","t,e#"
e,d,a,&v,o&,&h,a,i,t@,#e,u,,h@,d@,,h,u&,"c,h@","d,u","t,e"
e,d,a,v&,#l,,a,q*,t&,e,&k,&t,j,d#,m,e#,*u,"&o,j",,"i,o"
p,c,,,&L,f,#?,,#a,*e,W,t,i,h,u@,j@,U,"o,j","u,c@","*t,e"
p,*m,&a,v&,@l,h,a*,Q,b&,#e,m,,i*,#e,,e,,"c,i","*u,w","#b,e"
e,*C,,#v,&l,h,a,q,d&,E,#k,t#,j  ,d@,t,*e,*u,"&o,j","@t,u","d,o"
e,c,,v,l, f #,a,E,#d,e,k,T, j ,d,*m,h  &,,"o,j",,"&i,o"
p,m,, v ,l,*h,*a,&E,m&,e,M,t,,e,a,h,u,"@c,i","d,w*",
e,*c,,#v,#l,f,* a ,q#,t,@E,k&,t,&j,d@,T,e,u,"o,j@","#u,u","#i,o"
p,,d,#v,l,f,?*, i @,A*,E#,#u,t#,j&,&e,@t,h,u,"*o,i","t,c","T,E"
p,*m,a,*v,l,h*,* a ,e@,U,*e,m#,,,e,*a,h,u*,"c,i@","u,w","b,e"
p,m*,a,V,l,,a,q,u,E,@ N ,T,e,e*,,j,u,"o,e&","@t,u","b,o"
e,M,a,v,l,#f,@A,#e,u,e&,K&,@ t ,j,,* u ,e, u @,"*o,j","@t,u",
p,c,d,v,l,f#,,i,a@,e,w,t&,@i,h,u,h,u*,"o,i","t,c","t,e*"
p,d,d&,v,l,f,?,q,t,E,k@,t,h#,d,t,*e,u,,"h,c","t,e*"
p,C,d,*v,L,f,@?,e,a,e,K,T#,i@,#e,t,J,u,"o,j","u,c","#t,e  "
p,h,,,#l,H,A,q#,&b,E,&m,t,i,E,*d,h,u,"#c,i","d,w","b,e"
e,m,,v,L,h,A#,Q,U,e,k,T,j,#d,m,@E,@u,"# o,j ","T,U","d,o"
p,d,d,v@,l,@f,,q#,a&,e@,W#,@ t ,j#,&j,u&,H,u,"*o,j","U,C","t,e"
p,C,,v,l, F ,?,q,a#,,w&,@t,i,h,,h, u ,"o,j","#t,c","&t,e"
p,c@,d,v,#l,f@,?*,q&,a,E,k,T,j,h,t,H,u,"o,j","t,c&"," T,E *"
p,d*,d,v@,,f,?,e,a@,*e,,t@,i,,t,j,u,"o,j","&U,C","*t,e"
p,d,,&v,l#,f*,?#,i@,A@,e,@k,t@,@j,#j,*t,h,*u,"o,i#","*u,c","@t,e  "
e,d&,*a,V&,l,@h, a #,q&,D,&e,k#,&t,,d@,m,H#,u,"o,j@","m,u@","d,o#"
e,*H,a,v,L,j,,q,@m,,y,T,j,p,@t,,u,"#c,j","t,u","#i,o"
p,*h,a,V,l,h,a,#q,m,e,k,#t,i, e ,d,#H,u,"c,i","@a,w",
p,d,d  &,,l&,,?@,q,a*,e,u,T,J,e#,u@,h,U,"o,j","t,c@"," t,e "
p,c&,@d,v,l,*F,,e,a#,&e,*k,t,I@,&j,u,&h,u,"o,j","#u,c",
e,D,a,v*,L@,F*,?@,a,l,p&,,@l,&j,d,, j &,u,"c,j","l,u","d,e"
e,m,*a, v ,#l,f,,q,d,e&,k,t@,j,d,&m,H,u,"*o,j",,
p,d&,&d,v,#l,F  ,?#,#Q,a,e#,w,t,j@,e,u,h,,"#O,J","*t,c","@t,e"
p,&d,d@,v,l,@F,*?,q&,a,@e,u,t,I,h#,u&,,U,"&o,i","*T,C","T,E"
p,&h,a#,v,l,f,#a,e,m,e#,#u,t,*i,e,d,H,u,,"a,w#","#b,e"
e,c,a*,,l,,a@, e &,, e ,,t,&j,,*U,h,u@,"O,J","u,u","@d,o"
p,@d,d*,v,,f  ,?*,e,a#,e,,t&,@j,#J,u,,,"o,i  ","t,c*","t,e"
e,u*,a,v*,o,#v,?,q#,t,e*,t,#t,,d,,j,#u,"*C,J","*t,c",
e,d,a,@v,L,h,a,e&,*t,e,k,&t,j  #,d,&m,e,u,"O,J","&U,U","D,O#"
e,,a,t,l,p,C,@E,d#,e#,m@,T&,e,d,,j@,u&,"@o,e","t,c","I,E&"
p,d,d&,v,l,F,?,e,@a  ,e&,&w,#t,j,h,#u,H,U@,"o,i","t,c",
p,c*,d,v@,,,,i,,e&,U*,#t,i  ,,*U,h,&u,,"t,c","@t,e"
e, t ,#A,v@,@l,j  ,v&, a *,,&e,&m,t,@j,w@,t,@J,*u,"@C,J","t,u","@d,o"
p,m,a,,#l,j&,*a,q,T&,#e,n,t#,e,&e,,j,u,"*o,j","t,u","b,o  "
p,,a,V,,h#,a&,e,,@e,k,*t,i#,e,d,@h,@u,"c,i#",,"b,e#"
p,,a#,v,l#,h,a,q,M,@e,#u,T,i#,e,D,e,u&,"c,i*",,"b,e"
e,c,a@,v,@l,h,a,e@,u@,e,k,t,& j ,d&,@u,@E,#U,"o,j","t,u","d,o*"
e,C@,&a,v,&l,h,a,,u*,*e,k,,,*d,t  *,h,u#,"o,j",,
e,,a,*v,L,&H,,q  @,&u,e#,k,t,j,d, u ,h,u@,"o,j#","m,u","d,o"
p,c,d*,v,l,f,?,e,a, e #,w@,t,i&,e,@t,j@,u,,"u,c@","t,e"
p,t*,&d,,l#,*f,*a,q,u#,E,@k,#T,j,&v,t#,@e,u,"c,j",,"d,e"
p,m,a,v,l,#h,#a,Q,b,e,k@,@t,i,E,,h&,u,"*c,i","u,w","b,e"
p,d,#d,v  &,&l  ,,?@,e&,A*,e,&k,,j,H#,u,,U,"&o,j",,"t,e"
e,d*,a,v  ,l,f#,a,&q,&t,*e,@k,t#,j@,@d,u&,&e,u,"o,j","M,U",
e,,a@,*v  ,l,@d,*v,a,m*,#e,y,*t  ,*j,&p,*t,h,u&,"c,j@","t,u","@i,o"
p,c@,d,v,&l,F@,*?,@q,,e,k*,t*,*I,,#t,j,u,,"u,c","t,e"
e,*m,A,t,,j,?,a,T#,E,m,t,#i,d,t@,e&,u,"@c,j","t,u","t,e@"
e,&t,&a,@V,*l,j#,*v,*A,M@,e,,t@,#j, w @,t,&j,u#,"c,j#","&t,u"," d,o "
p,*c,d*,#v,l, F @,?,#i  ,A,e,k,t,*j,,T,j&,u,,"U,C","t,e*"
p,@m,a#,,l#,F#,,E,u,E,,t*,i,e,, e ,u&,"c,i","d,w","b,e"
p,h@,a,,*l,H#,@a,,,,k,t,i,,d&,h,u,"#C,I",,"b,e"
e,*m,#a,,l,&h,a  ,q,t*,#e,k,#t,j,d,t,E,*u,"o,j","M,U",
e,#c,a,v#,L*,H,a,E,t,@e,k,t,j,&d,m,e@,U,"o,j","u,u","i,o"
p,C,&d,v,@ L ,@f,?&,,a,e,k&,@t,i,H&,u,*j,,,"t,c#","t,e&"
e,V*,@a,v#,o,h#,a,E,t,e,u,T,j  ,D,t&,#h,u,"C,J&","t,u","T,O"
p,d,d*,v,l,f,?,&A,t,e,K&,*T,h,D,t,h  ,&u,,"d,c","T,E"
p,c&,d&,v,l,,?  *,Q,A,e*,&u,t,j,h@,t,j,u#,"o,i","T,C","t,e"
p,a&,a,V,l&,f@,,,b,*e,@m,t,j,,t,,u,"o,j@","t,u#","#b,o"
p,,#d,&v,&l,f,?&,I*,a,@e,#U,t,,*e,u#,h@,u,"O,J","t,c","t,e"
p,d@,d,*v,l,f,?,,,e,u,t,i, h ,t,j,#u,"o,i#","U,C","*t,e"
e,h,#a,v,@l,&j,* z ,e,d,E#,m,,h,p,t,h&,U,"c,j","t,u","&d,o"
e, t ,A,v,l@,*d,v&,@a,d*,e@,y, t ,@j,p#,*T  ,&j,u,,,"d,o"
p,m@,,,l,@h,a*,q&,b*,e,#k,&t,@i,,a,h&,u,"c,i*","a,w","b,e"
e,h,,#V,*l  ,&d,v#,a#,d*,#e,m,,J  &,,,,,"c,j@","*t,u","d,o@"
e,&m,,v,l,h*,a,E,d#,E,k,&t,j, d &,m#,e,u,"o,j","u,u",
e,h*,a,v,l,j@,v,a,i,,m@,*t,j,p#,,h@,@u,"C,J","T,U","d,o@"
e,,a,t@,L,j,c  ,q,d,e#,m,&t,j&,d,,e,u,"&O,E","#t,c","d,e"
p,&C,@d,,*l,f,?,i&,a,E,*u,t*,,H&,T@,h,,"o,j","t,c","&t,e"
e,T,a,v&,,d,,q,d,#e,m,t#,*j,#w,&t,,*u,"@c,j","@t,u","D,O"
e,&m,A@,,l,h,a,&e,@T,*e,k*,#t  ,#j,d@,#m,,u&,"*O,J","U,U*","i,o"
e,&m,,t,@l,j,&c,e@,u,e, m ,T,j,d,t,e,u,"o,e","t,c","i,e"
p,,d,v#,l,f#,?,i*,A#,,w,t*,j&,h,u@,,,,"*u,c","t,e"
p,@h,a,v@,*l,h@,a,&e,b,,, t , I ,e,a@,#e,u,"c,i*","u,w#","&B,E"
e,m,a,#v,l,f,a*,e@,d&,e,k#,t&,j,d*,*t,E*,u#,"@o,j",,"d,o#"
p,*d,D,v#,*l,f,?*,q,,,,*T,@J,j,t,j&,U&,"O,J","@t,c",
p,,a,,o,f,a#,a,*z,*e,Y,t,*j,D@,T&,*H,u#,"c,j","#T,U","*z,o"
e,a,@a,,,v*,?,q,c,e,t,,j,D, t *,h,@u,,"c,c","t,o"
e,m#,@a,*v,l&,f,A,e*,u,e,k,t,j,#d,#m,e,u,"O,J","*u,u","@d,o"
p,#t,a,#v,l,j&,a,,u&,e*,@m,#t,e,,t@,j,@u,"o,e"," t,u @","b,o#"
e,d,a,V,l,j&,z#,e#,d,e  ,u,&t,h,p,t,,u  ,"c,j","t,u","d,o&"
e,,a@,@t,o,j,?,q*,@t,e&,m,T,@j,@d,t,e,u,"c,j&",,"t,e"
e,c,a&,v*,l, h ,a,q,u,#e,k#,#t,,d,#m,#h,u,"o,j","t,u",
e,t,a,t,l,J*,c,&Q,&i,e,m,t,#j,*d,t&,#e,u,"o,j","t,c","*d,e"
e,d,A,,,v,,e,@d,p,,L,j,&d,l*,j,u,"c,j","l,u","a,e"
e,d,d,v,l,f,,#e,m,e,n&,t#,J,d,,E,u@,"c,j@","t,u  ",
e,#d,a,v&,l,f*,,*e,u,E,k&,*T,@j,d,#T,#h,&u,"o,j","*U,U","i,o"
e,t,,#v,l,j,,,d, e ,,t,j,p&,t&,h&,u#,"&c,j","&t,u","@i,o"
p,*c,,v,*d, v ,,&e  ,*T  ,,k,@t,,Y,v@,,&u,,"V,D","t,e"
p,&h,*a,v,l,f&,a*, q #,b,E,*K,&T,I,*E,@a,e@,u@,"c,i",,"b,e@"
e,*m,#a,v,l,&f,a,e@,u,e,K&,t,j,D&,t,H&,@u,"o,j","t,u#",
e,D,@a,&T,l,j,,q*,U,e,m@,T@,&e,d&,@t,e#,u,,,"d,e"
e,d,, v #,,,a*,*q,,e,K,t&,@J,d  ,#m,&e,u,"#o,j","@t,u","D,O"
e,,,v,L,d,v,a#,,#e,*y,t,j,,t,,u@,"c,j#","T,U","i,o@"
p,d#,d#,v,l,f,?,e,a#,&e,k*,t,,h,t,*j,u@,"*o,j","#t,c","t,e"
e,m,a,v,l,@f,A*,E,t*,e,k,,#j,d@,t*,e&,u@,"o,j","m,u"," d,o "
e,#m,a,V*,l,h&,,e,@n,e,@k,t,,@d,,h@,@u,"o,j","u,u","i,o"
p,h,a  ,v,l,f#,A@,@e,#u,,k,@t,&I,e,&d,E,*u,"c,i","@d,w","B,E"
p,@d,d@,@v,l,@F,?,i@,#a,&e,@u,*t,i@,e,t,j,*U,"o,i","t,c#",
e,c,*A,v,#l,*f,A,e,d#,e,@k,,j,d,#t,e@,u,"o,j","m,u@","i,o"
p,d#,,&v,,&F,?,i,A*,e,w*,t@,i,h,u#,h,u&,"o,i","U,C  #","t,e*"
e,h,a,&v,,#j,v,a  @,,E#, y , t ,&j,&p  ,T,,u,"c,j","#t,u","D,O"
e,,* a ,@v,@l,h,a,Q,U&,e,@k,* t ,j,d#,* t ,H&,,"& o,j ","u,u","*i,o"
p,C,d,,L,#f,?,i,a,e,u,*t,i,j&,t,j  &,u*,"o,i#","u,c*","t,e#"
p,m,a&,v&,,h,a*,Q,u*,e#,k,t*,#I,e*,D#,*e,u,"*c,i",,"@b,e"
p,v,a&,v&,d,v*,v,,t,@e,#K,&t,h,y*,v*,*h,,"c,i","v,d","t,e"
e,#m,a*,v,L,f,@a,q,,E,&k,t,J,d,u@,e,u#,"o,j#"," m,u ","i,o"
p,d,d,v@,&l,@f,?*,#Q,A,e,u,t, j ,e#,,h,U@,"O,I","u,c","T,E&"
p,& t ,d,v,l#,f,c  ,,D@,e,,t,j,u,t&,&j,u#,"c,j#","#t,u","d,o@"
p,d*,d,V&,l,F*,?,,,e@,w,t,&J,j,T&,j,u,"@o,j","u,c","t,e"
e,d,a#,v,*l,h,a#,q,d,e&,,T,,d,m,e,u,"o,j@","t,u",
p,c,d,*v,*l,f,*?,q*,a@,,W,T,&j,h#,t*,h,u*,"o,j*","U,C","T,E"
e,d,A,v,l,f,?,q,d,p@,w&,d,j,D@,@l,#j,u,"c,j#","l,u",
e,d,a&,t#,l@,j,@c,Q,i,#e,#M,,J@,d, t ,#j,u,"o,j&","t,c","i,e"
e,m#,*a,*T,l&,j*,#c,e*,d,e&,m,t,*e,d,t,&j,&u,"o,j  ","#t,c","#i,e"
e,,,,,@j,v,a,m*,,&y,t,,p,T,j@, u ,"C,J@","t,u","d,o*"
p,M@,a,v*,*l,h,#a,q&,b,e*,m#,*t,I,e,,h,u*,"c,i","#u,w","&b,e"
e,D#,,v,l@,h&,a@,q,,E&,k*,&t,j,d,t,e,u,,"t,u","#i,o"
e,# m ,a,v,#l,h,A,e&,d@,E,k,t,j,&d,M&,E&,,,"M,U*","i,o#"
p,,a&,v,L,#f,*a,@e,U,@e,N,t,e&,,t,j*,U,"&o,j","t,u*","b,o#"
e,,a,v&,l,#d  ,#v,a,d,e,Y@,t,j,&w,t,H,u#,"C,J","T,U","@d,o"
p,m,a,v#,l, F @,a,E,m&,e,M&,t,i,&e,u,H*,u,"C,I","u,w","#b,e"
e,m,#a,t@,l*,j*,C,q,d,@e,@M,t,,#d,t,,&U,"o,e*","t,c","&i,e"
p,m@, a ,v,l,,a,e,b,e,&u,#t,&i,e@,u,e,U,"c,i*","u,w","*b,e"
e,h#,,v, l ,j,@v  ,a,@m,e,m,T,*J,p,,,u&,"c,j","@t,u  ","d,o"
e,c@,A,v*,,F,#a,#E,&t,e,k,,j#,d,u,&e,#U,"&o,j","u,u",
p,h,a*,,l,h,A,e@,u,e,m  ,T,i,e,u,&e,u,"c,i","a,w","&b,e"
e,*c,a,v,&L,f,,*e  ,n,e&,@k, t ,j@,D@,m,,,"@o,j","u,u","i,o&"
e,d,a,v@,l,f#,,@e,@u,e,k,T*,j*,d,,,u,"O,J","U,U&","d,o"
e,@h,@a,v,l,j,*v,A,i,e,*y,T,j@,@w,@t,*h,&u,"&C,J","T,U","@d,o"
e,M,a,T,l,j,c,*e,b  ,e*,m,t#,@j,D,t  ,e,,"o,j","&t,c","i,e@"
p,t,A,v,&l,j,a, q #,t,#e,N*,t,j,e,t#,,@u,"o,e&","*t,u","#b,o"
p,u,d*,v,l*,f&,a,*q,m*,e&,@k,,j#,v@,t  ,*J  ,u,"c,j","#t,u","d,e"
e,,,v,&l,h  ,a,&E,t,&e,@k,t,&j,d,#m,h,u,"o,j@","t,u","&i,o"
p,m,A&,&v,l&,H,a*,#q,*b,e,*u,&t,I*,@e,A,e,u,"c,i",,"B,E*"
e,m,,v,L,h,a,q,@d,e@,K,t,j,d,T,e,u,"O,J@",,"&i,o"
p, d ,,v*,*L, F ,?@,#q,a,E,@k,t*,j,j@,t@,h,u,"o,i","u,c","t,e"
p,#d,@d,*v,l,f,?,#e,,e,u,t,I,j,u#,h,U,"O,J","@t,c","@t,e"
p,@c,d,v*,l@,f,?&,i,a,,w*,t&,J@,*e,, h &,u,"o,i*","u,c#","t,e#"
p,d,*d,v@,,@f,?@,E,a,E,k&,&t  ,j*,@e,@u,j,u&,"o,j","u,c*","t,e"
e,m,a,t@,o,j@,?,a,U#,e,m, t ,i&,d@,t#,j@,,"&c,i","@t,u","t,e#"
e,U,a,*V,o,&v,?,i,t,*e,*t,t&,@j,& d ,@c,h,u@,"#c,j","c,c","t,o"
e,d  ,a,V,L,f#,a#,q&,n,e,k,,j,d, u &,@h,*u,"o,j"," u,u ","@d,o"
e,&d,a,V,& l ,j,z#,e,u,e,m,*t,h@,,t@,H,u,"#C,J","t,u#","d,o#"
e,&m,,t@,l,j&,c,e@,b,@e  ,M,t@,e  ,d#,,*e,&u,"o,e","t,c","*d,e"
e,d,#a,v,l,h,z@,e, d ,e*,m,t*,H  ,P&,t,h#,U,"C,J&",,"i,o&"
e,d,&a,@v,l,,A,,u,,k*,,&j,d,,H  ,u*,,"t,u@","i,o*"
e,@d,a&,&t,@l,*p,c&,,i,e,m,t, j &,D@,& t ,e,#u,"o,j","@t,c","d,e#"
e,a,a,v,*o,v#,?&,#i,t@,E#,t*,*T, j ,d,*t,j#,u,"c,j","t,c&","t,o#"
p,,*d,t@,l,f#,a,q,u@,e,,t,,v,t#,J&,u," c,j ",,"d,e"
p,d*,d*,v,&L,*f,,E*,#a,e*,u,t,i@,*j,,j,u&,"o,i@","*t,c","t,e"
p,,a#,v&,L,F*,&a,*Q,b,e, u ,t,i,&e  ,u,h&,u,"c,i","A,W","B,E"
p,m*,a*,v#,,h#,@A,#q,m,e,m#,t,i,e,&u,@h,*u,"c,i*","*u,w","b,e"
p,,d@,v,l  ,f  ,*?,q,#A,e,u,t,i,h,#u,h,u,"O,J","u,c","t,e"
p,h&,a@,v*,l  ,f,,q,b,e,U,T@,,e,d,h,,"*C,I","#d,w","@b,e"
e,@D,a@,v,l,,?#,e,*l  ,p,*w,&l,j,d,l,,U,"c,j","*L,U","h,e"
p,D#,@d,V,l&,F*,?,q&,a,E,W#,t,# j ,j,,j,u@,"o,i","t,c","@t,e"
p,c,d,v,,@f,?,q,a,E,*k,,j&,h*,u,h@, u ,"O,J  #","t,c  #","t,e"
p,c,D&,v,l,f,?,@Q,*a,E,,t,j,*j,,j,,"&o,i","U,C","t,e"
p,* h ,,,l&,f#,,*e,U,e,u,t,@i,E,a#,h,u,"c,i#","u,w","&b,e"
p,,A&,&v,#l,f,@a,e,u,&e,K@,t,i,e,#u,e,u*,"c,i#","@a,w","@b,e"
e,T,a  ,T,L,P,&c,e,u,*e, M &,t@,J,D,*t,j,@u,"o,j",,"d,e"
e,,A*,t,&l,p,c,,,e,m#,t#,j,d&,#t,e,u  *,"*o,e","t,c","d,e@"
p,,*D,v*,l,,?,&i,&a  ,*e,w,*t,#j,#e,u&,@h,u&,,"t,c","t,e"
p,t,*a,*v,l&,f,a,e,*U,e#,m,,@j,E,,j,u,,"t,u@","b,o"
e,# D ,A,&t,l,#J,@C,@Q,*b,e,m,t,e,d@,t,J,@u,"o,j","t,c","#i,e"
e,&M,a&,T,l,j,c*,e,b,e*,m,t@,,d*,@t,j,*u,"o,j","t,c","i,e"
p,@m,@a,v,l,h*,a,e&,b,,M*,t,&i,&e,d,H,u&,,,"b,e@"
e,t*,a,,l,J,@c,#e,d,E,m,T@,j  ,d,t@,J*,u  ,"o,j@","t,c",
p,A,A@,v*,&l,j#,a,, B *,e*,#m,t,j,e&,T,j,u,"O,E","t,u&","b,o"
p,D,,V*,l,*f,?&,E#,&a,e&,*w,@t,J,j,#t,#j,u,"o,j#","t,c@","&t,e"
p,t,#d,@v,@L,F,c,e,D,*e,m,t,j,&u,t&,,&U,"c,j","t,u@","i,o*"
p, d @,d,*v,,f,#?,e@,a,@ e ,U@,*T,j,&j,u,h,#U,"O,J","u,c",
p,,a,v#,l,F,@a,q,@u,#e,u#,*t,@i,E*,d*,*H,@u,"#c,i","&D,W","b,e"
e,#h,@A, v ,L,d,V,q,t,*e,y&,t,*j,p,t@,j&,@u,,"t,u","i,o"
e,D&,d,v@,@l,, c ,j, I #,#E,n,@t,j,#d,T#,e,*u,"c,j","#t,u","d,e&"
e,c,a,*v,l@,&h,a  @,e#,d,&e,k,t,j  &,,u*,h,@U,,"&t,u","i,o  @"
e, m *,*a,t, l ,j&,C,q,I#,e#,m,T,&e,d*,t&,j,,"o,j","t,c","i,e@"
e,&m,a#,v&,l,F#,A,e  ,U&,E#,,t*,*j,D#,t,h,u,"o,j","M,U","@i,o"
p,a,*a,v@,,f,a#,#q,b@,@e,m  ,t#,e*,&e,@t,j,@U,"o,e","t,u","&b,o"
e,d,a,,@l,p*,c,e,&I,e,M#,T#,*e,#d, t ,*j,,"*o,e",,"i,e#"
p,,d*,@v,#L,f@,,e,@a,E,@U,@t,i,#j,u,h,&u,"O,I","T,C#","t,e"
p,&h,,v,@l,h,A,e,B,e,m,& t ,I&,e,,*e,u,,"D,W","*b,e"
p,d,D,V,l,f*,?@,*q,a,E*,*k,,i,,u,j&,u,"o,i@","t,c&","t,e#"
e,c,a*,v,l,f#,a  @,e#,@D,e,k#,t,&j,#d,u*,@e,,,"T,U","i,o"
p,m*,a#,V,l@,F,*a,E,b,e,,t,&I,,a&,h,u,"c,i","d,w  ","b,e#"
e,@h,,v@,L,&d,v@, a @,m&, E *,m,t,j,P#,t,j&,u@,"c,j",,"i,o"
p,m,*a,,,F#,a,q*,b,@e,k,t,i,e,d,h,u,"c,i","d,w*","b,e*"
e,,a&,v,l@,h,A,,@d,e,k*,t&,j&,,t,,U&,"o,j","m,u","d,o"
e,c@,*a  ,v,l,#f,*A,,t,,k&,t,J#,d,m,&e,u,"o,j#","m,u","@d,o"
p,u,#d,T,l@,f@,a&,q*,u,e,k*,,j*,v,t  ,e*,u,,"t,u","i,e&"
e,#m,&A,v,,f,a,q@,#t,e@,&k,t#,j,d*,#m,@e,u@,"&o,j","u,u","i,o@"
p,M,A,&v,l,@F,a  ,@e,u#,e,k,t&,i,*e,a,h,u,"C,I#","a,w","b,e"
p,m*,d,v,L,&f,a&,q@,u,e,,t,j,v,t,,u,"#c,j","t,u  ","i,e"
e,h,a,v#, L *,D*,v,#q,t,&e,y,t#,j#,w*,t,j&,u,"@c,j","T,U  &","d,o"
e,,,v,l@,v*,?*,Q,d*,p&,*w,&l,j,d*,l,j,u,"#c,j","l,u","d,e"
p,t,a,*v,o#,f,&a,&e,@m,e,@m,,#J,d&,,j,u,"@c,j","t,u#","z,o*"
e,c,a*,v,l,f*,a,e  #,&T,e*,k,T,,*d,u*,h,U#,"O,J","M,U","*i,o"
e,d,a,#v,*L,*h,A#, e @,t&,&e,&k,t*,j&,,#m,e,&u,"&O,J","m,u","i,o"
e,M,*a,V,&l,h,a#,&e,t,e*,,@t,j,*D,t,h,u,"o,j*","m,u@","*d,o"
p,H,a&,v,l&,f,a@,&q,,* e ,u,&t,I&,e&,d,#h,@u,"c,i","u,w","b,e"
p,m,a,*v,L,*h,a,e*,@m,@E,u,t,i,E, u ,h,U#,"c,i","#u,w","b,e*"
e,*T,a#,t,l,*j,C, q &,u@,e,&m,t,*e,d,t,e*,u*,"o,j@","t,c*",
p,c,d@,V,l&,f,?,E,a,e,w,t#,i  ,e,t*,&j,u#,"O,J","T,C@","t,e"
e,h,,,l&,h@,Z,e,&d,E,*u,t,h,@P,t#,#h,u@,"c,j","#t,u","d,o"
p,d#,d&,#v,,f&,c,q@,t&,e,n,t,J,u,,j,u,,"t,u"," i,o *"
p,,d  ,V,,f,?,e#,a,e,&u,t&,j,h*,,@H, U ,"o,i","@t,c","t,e*"
e,h,D*,T,l,f&,a, e &,u,#e,,t,j#,W, t #,j#,@u,"O,J","t,u","*n,o"
e,#d,a,v&,# l ,h,a,E,t#,,K,#T,j,d,*t,h,u,"o,j","u,u","i,o"
e,d,,@v  ,l,,A,@q,&d,e,k,T,j*,d,m,,u,"@O,J","t,u","i,o"
p,#h,a@,v,&l,,A,E,b,*e,u,,i,@e,a,h#,u,"C,I","*u,w","b,e"
p,a,a*,V&,,f,@a,e@,b,e,N,,#J,,t#,j@,U,"o,e",,"@b,o"
p,c,d,v@,l,f#,?,i,A,e&, w ,t,#i,e,u,@h,u,"o,j",,"t,e"
e,d#,A,,l,F,@a,&e,D,e,&k,@t,j,,t,e#,,"o,j","u,u","*d,o"
p,,,V,L,j,a,e,,e,m&,*t,,E,t,j,u,"o,j*","t,u","#b,o"
p,c,a@,@v,D,v,&v, q ,h,E@,k,t,h,#Y,v,h,*u,"C,I","v,d","*t,e"
e,m*,a@,v,L#,f#,,@e,n,E@,@K,@t,j@,,m,,u,"o,j&","t,u","i,o"
p, t ,a,,#o,f,#A,e,@m,&E,@y,&t,j,D,@t,j*,&u,"c,j","t,u","@z,o"
e,d*,a,t&,l,p@,c,q,@b,e@,m,t,e,@d,T,*j,u,"o,j","#T,C","i,e"
p,h,a,v@,L,&h,*a,q,b,*E,m,,I,,d,&e,*u,"c,i","*d,w",
e,c#,a,v,o,v,?,,c,e,@t,t,J&,D,c,,u,,"c,c","t,o"
e,C, a @,#V,l#,&H,a@,#q,t,,k,&t,j&,d,m, E ,u,,"@t,u","i,o"
e,h,a,v,#l,&h,Z,e,t,e,,@T,&h,,t,h,u,"@c,j","t,u*","#i,o"
e,,a,#v,*l,j#,v,a,i*,@e, m @,t@,,w@,t&,h,u,"c,j*","t,u","i,o"
e,@d,a,v*,&L,&h,#Z,q,d,,m&,t,H,p,T,&h,u,"c,j","t,u#","i,o"
p,c,d,,l,F@,*?,q,,e,*w,t,&i,h&,t@,h,#u,"@o,j","u,c@",
e,c,,,l,f,a,#q,u,e,k,t,j*,d,&U,*h,u,"o,j","t,u"," i,o "
e,@t,a,,o,J@,?&,q#,u,e#,M, t ,J,d,,@j,,"c,j","t,u","t,e"
e,m,a, v ,l,#h,a,@q,u*,e, k ,t,,d,t,E,U,,"T,U","d,o"
e,m*,A,&v,l,f,a&,e@,d,@ e ,k,t#,@j  ,d,*t,h,U  ,"o,j","u,u","D,O@"
e,,a,v@,L,d,,q,*i,e*,#y,*t,j,w,#t,J,&u,"c,j","t,u*","i,o"
e,m,#a,v@,l,# f ,a,e,u,e,@k,t,j#,d,@u,e,u,"o,j&","m,u","I,O@"
